zone	q	logR	logRho	logT	logP	logPgas	luminosity	x_mass_fraction_H	y_mass_fraction_He	z_mass_fraction_metals	gamma1	opacity	pp	cno	gradr	gradT	grada	actual_gradT
540	9.73E-01	1.69E-01	-8.80E-01	6.68E+00	1.39E+01	1.39E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.34E+00	5.86E-05	1.07E-12	2.01E-01	2.01E-01	3.83E-01	2.01E-01
541	9.72E-01	1.67E-01	-8.64E-01	6.68E+00	1.40E+01	1.39E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.33E+00	6.44E-05	1.42E-12	2.01E-01	2.01E-01	3.83E-01	2.01E-01
542	9.71E-01	1.65E-01	-8.48E-01	6.69E+00	1.40E+01	1.40E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.31E+00	7.07E-05	1.89E-12	2.01E-01	2.01E-01	3.83E-01	2.01E-01
543	9.70E-01	1.63E-01	-8.32E-01	6.69E+00	1.40E+01	1.40E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.30E+00	7.75E-05	2.50E-12	2.01E-01	2.01E-01	3.83E-01	2.01E-01
544	9.69E-01	1.60E-01	-8.16E-01	6.70E+00	1.40E+01	1.40E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.29E+00	8.51E-05	3.31E-12	2.01E-01	2.01E-01	3.83E-01	2.01E-01
545	9.68E-01	1.58E-01	-7.99E-01	6.70E+00	1.40E+01	1.40E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.27E+00	9.33E-05	4.38E-12	2.01E-01	2.01E-01	3.83E-01	2.01E-01
546	9.67E-01	1.56E-01	-7.83E-01	6.70E+00	1.41E+01	1.40E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.26E+00	1.02E-04	5.80E-12	2.01E-01	2.01E-01	3.83E-01	2.01E-01
547	9.66E-01	1.54E-01	-7.67E-01	6.71E+00	1.41E+01	1.41E+01	5.82E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.25E+00	1.12E-04	7.66E-12	2.01E-01	2.01E-01	3.84E-01	2.01E-01
548	9.65E-01	1.52E-01	-7.51E-01	6.71E+00	1.41E+01	1.41E+01	5.82E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.24E+00	1.23E-04	1.01E-11	2.01E-01	2.01E-01	3.84E-01	2.01E-01
549	9.64E-01	1.50E-01	-7.35E-01	6.72E+00	1.41E+01	1.41E+01	5.82E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.22E+00	1.35E-04	1.33E-11	2.01E-01	2.01E-01	3.84E-01	2.01E-01
550	9.63E-01	1.48E-01	-7.23E-01	6.72E+00	1.41E+01	1.41E+01	5.82E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.21E+00	1.44E-04	1.64E-11	2.01E-01	2.01E-01	3.84E-01	2.01E-01
551	9.62E-01	1.47E-01	-7.11E-01	6.72E+00	1.41E+01	1.41E+01	5.82E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.21E+00	1.55E-04	2.02E-11	2.01E-01	2.01E-01	3.84E-01	2.01E-01
552	9.61E-01	1.44E-01	-6.95E-01	6.73E+00	1.42E+01	1.42E+01	5.82E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.19E+00	1.70E-04	2.66E-11	2.01E-01	2.01E-01	3.84E-01	2.01E-01
553	9.60E-01	1.42E-01	-6.78E-01	6.73E+00	1.42E+01	1.42E+01	5.82E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.18E+00	1.86E-04	3.50E-11	2.01E-01	2.01E-01	3.84E-01	2.01E-01
554	9.59E-01	1.40E-01	-6.62E-01	6.73E+00	1.42E+01	1.42E+01	5.82E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.17E+00	2.03E-04	4.61E-11	2.01E-01	2.01E-01	3.84E-01	2.01E-01
555	9.58E-01	1.38E-01	-6.46E-01	6.74E+00	1.42E+01	1.42E+01	5.82E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.16E+00	2.23E-04	6.06E-11	2.01E-01	2.01E-01	3.84E-01	2.01E-01
556	9.56E-01	1.35E-01	-6.30E-01	6.74E+00	1.42E+01	1.42E+01	5.82E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.15E+00	2.44E-04	7.96E-11	2.01E-01	2.01E-01	3.85E-01	2.01E-01
557	9.55E-01	1.33E-01	-6.14E-01	6.75E+00	1.43E+01	1.43E+01	5.81E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.14E+00	2.67E-04	1.04E-10	2.01E-01	2.01E-01	3.85E-01	2.01E-01
558	9.54E-01	1.31E-01	-5.98E-01	6.75E+00	1.43E+01	1.43E+01	5.81E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.13E+00	2.92E-04	1.37E-10	2.01E-01	2.01E-01	3.85E-01	2.01E-01
559	9.52E-01	1.29E-01	-5.82E-01	6.75E+00	1.43E+01	1.43E+01	5.81E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.11E+00	3.20E-04	1.80E-10	2.02E-01	2.02E-01	3.85E-01	2.02E-01
560	9.51E-01	1.26E-01	-5.65E-01	6.76E+00	1.43E+01	1.43E+01	5.81E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.10E+00	3.50E-04	2.36E-10	2.02E-01	2.02E-01	3.85E-01	2.02E-01
561	9.49E-01	1.24E-01	-5.49E-01	6.76E+00	1.43E+01	1.43E+01	5.81E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.09E+00	3.83E-04	3.09E-10	2.02E-01	2.02E-01	3.85E-01	2.02E-01
562	9.48E-01	1.22E-01	-5.33E-01	6.77E+00	1.44E+01	1.44E+01	5.81E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.08E+00	4.19E-04	4.04E-10	2.02E-01	2.02E-01	3.85E-01	2.02E-01
563	9.46E-01	1.19E-01	-5.17E-01	6.77E+00	1.44E+01	1.44E+01	5.81E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.07E+00	4.59E-04	5.29E-10	2.02E-01	2.02E-01	3.85E-01	2.02E-01
564	9.45E-01	1.17E-01	-5.01E-01	6.77E+00	1.44E+01	1.44E+01	5.80E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.06E+00	5.02E-04	6.92E-10	2.02E-01	2.02E-01	3.86E-01	2.02E-01
565	9.43E-01	1.15E-01	-4.85E-01	6.78E+00	1.44E+01	1.44E+01	5.80E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.05E+00	5.48E-04	9.04E-10	2.02E-01	2.02E-01	3.86E-01	2.02E-01
566	9.42E-01	1.12E-01	-4.69E-01	6.78E+00	1.44E+01	1.44E+01	5.80E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.04E+00	6.00E-04	1.18E-09	2.02E-01	2.02E-01	3.86E-01	2.02E-01
567	9.40E-01	1.10E-01	-4.53E-01	6.79E+00	1.45E+01	1.45E+01	5.80E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.03E+00	6.56E-04	1.54E-09	2.02E-01	2.02E-01	3.86E-01	2.02E-01
568	9.38E-01	1.08E-01	-4.36E-01	6.79E+00	1.45E+01	1.45E+01	5.80E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.02E+00	7.17E-04	2.01E-09	2.03E-01	2.03E-01	3.86E-01	2.03E-01
569	9.36E-01	1.05E-01	-4.20E-01	6.79E+00	1.45E+01	1.45E+01	5.80E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.01E+00	7.83E-04	2.62E-09	2.03E-01	2.03E-01	3.86E-01	2.03E-01
570	9.34E-01	1.03E-01	-4.04E-01	6.80E+00	1.45E+01	1.45E+01	5.79E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	1.00E+00	8.56E-04	3.42E-09	2.03E-01	2.03E-01	3.86E-01	2.03E-01
571	9.33E-01	1.00E-01	-3.88E-01	6.80E+00	1.45E+01	1.45E+01	5.79E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.93E-01	9.35E-04	4.45E-09	2.03E-01	2.03E-01	3.86E-01	2.03E-01
572	9.31E-01	9.79E-02	-3.72E-01	6.81E+00	1.46E+01	1.46E+01	5.79E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.84E-01	1.02E-03	5.80E-09	2.03E-01	2.03E-01	3.86E-01	2.03E-01
573	9.29E-01	9.54E-02	-3.56E-01	6.81E+00	1.46E+01	1.46E+01	5.79E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.75E-01	1.12E-03	7.55E-09	2.04E-01	2.04E-01	3.86E-01	2.04E-01
574	9.26E-01	9.29E-02	-3.40E-01	6.82E+00	1.46E+01	1.46E+01	5.79E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.66E-01	1.22E-03	9.82E-09	2.04E-01	2.04E-01	3.87E-01	2.04E-01
575	9.24E-01	9.04E-02	-3.24E-01	6.82E+00	1.46E+01	1.46E+01	5.78E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.57E-01	1.33E-03	1.28E-08	2.04E-01	2.04E-01	3.87E-01	2.04E-01
576	9.22E-01	8.79E-02	-3.07E-01	6.82E+00	1.46E+01	1.46E+01	5.78E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.49E-01	1.45E-03	1.66E-08	2.04E-01	2.04E-01	3.87E-01	2.04E-01
577	9.20E-01	8.54E-02	-2.91E-01	6.83E+00	1.47E+01	1.47E+01	5.78E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.41E-01	1.59E-03	2.16E-08	2.05E-01	2.05E-01	3.87E-01	2.05E-01
578	9.18E-01	8.28E-02	-2.75E-01	6.83E+00	1.47E+01	1.47E+01	5.78E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.32E-01	1.73E-03	2.81E-08	2.05E-01	2.05E-01	3.87E-01	2.05E-01
579	9.15E-01	8.03E-02	-2.59E-01	6.84E+00	1.47E+01	1.47E+01	5.77E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.24E-01	1.89E-03	3.65E-08	2.05E-01	2.05E-01	3.87E-01	2.05E-01
580	9.13E-01	7.77E-02	-2.43E-01	6.84E+00	1.47E+01	1.47E+01	5.77E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.16E-01	2.07E-03	4.74E-08	2.06E-01	2.06E-01	3.87E-01	2.06E-01
581	9.11E-01	7.51E-02	-2.27E-01	6.84E+00	1.47E+01	1.47E+01	5.77E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.08E-01	2.26E-03	6.15E-08	2.06E-01	2.06E-01	3.87E-01	2.06E-01
582	9.08E-01	7.25E-02	-2.11E-01	6.85E+00	1.48E+01	1.48E+01	5.76E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	9.01E-01	2.46E-03	7.99E-08	2.07E-01	2.07E-01	3.87E-01	2.07E-01
583	9.05E-01	6.99E-02	-1.95E-01	6.85E+00	1.48E+01	1.48E+01	5.76E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.93E-01	2.69E-03	1.04E-07	2.07E-01	2.07E-01	3.87E-01	2.07E-01
584	9.03E-01	6.72E-02	-1.79E-01	6.86E+00	1.48E+01	1.48E+01	5.76E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.86E-01	2.93E-03	1.35E-07	2.07E-01	2.07E-01	3.87E-01	2.07E-01
585	9.00E-01	6.46E-02	-1.63E-01	6.86E+00	1.48E+01	1.48E+01	5.76E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.78E-01	3.20E-03	1.74E-07	2.08E-01	2.08E-01	3.88E-01	2.08E-01
586	8.97E-01	6.19E-02	-1.46E-01	6.87E+00	1.48E+01	1.48E+01	5.75E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.71E-01	3.49E-03	2.26E-07	2.08E-01	2.08E-01	3.88E-01	2.08E-01
587	8.94E-01	5.92E-02	-1.30E-01	6.87E+00	1.49E+01	1.49E+01	5.75E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.63E-01	3.81E-03	2.93E-07	2.09E-01	2.09E-01	3.88E-01	2.09E-01
588	8.91E-01	5.65E-02	-1.14E-01	6.87E+00	1.49E+01	1.49E+01	5.75E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.56E-01	4.16E-03	3.80E-07	2.09E-01	2.09E-01	3.88E-01	2.09E-01
589	8.88E-01	5.37E-02	-9.83E-02	6.88E+00	1.49E+01	1.49E+01	5.74E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.49E-01	4.54E-03	4.93E-07	2.09E-01	2.09E-01	3.88E-01	2.09E-01
590	8.85E-01	5.10E-02	-8.22E-02	6.88E+00	1.49E+01	1.49E+01	5.74E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.42E-01	4.95E-03	6.38E-07	2.10E-01	2.10E-01	3.88E-01	2.10E-01
591	8.82E-01	4.82E-02	-6.62E-02	6.89E+00	1.50E+01	1.49E+01	5.74E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.35E-01	5.40E-03	8.27E-07	2.10E-01	2.10E-01	3.88E-01	2.10E-01
592	8.79E-01	4.54E-02	-5.01E-02	6.89E+00	1.50E+01	1.50E+01	5.73E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.28E-01	5.89E-03	1.07E-06	2.11E-01	2.11E-01	3.88E-01	2.11E-01
593	8.76E-01	4.26E-02	-3.41E-02	6.89E+00	1.50E+01	1.50E+01	5.73E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.21E-01	6.42E-03	1.39E-06	2.11E-01	2.11E-01	3.88E-01	2.11E-01
594	8.72E-01	3.98E-02	-1.81E-02	6.90E+00	1.50E+01	1.50E+01	5.72E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.14E-01	7.00E-03	1.79E-06	2.12E-01	2.12E-01	3.88E-01	2.12E-01
595	8.69E-01	3.69E-02	-2.07E-03	6.90E+00	1.50E+01	1.50E+01	5.72E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.08E-01	7.64E-03	2.32E-06	2.12E-01	2.12E-01	3.88E-01	2.12E-01
596	8.65E-01	3.40E-02	1.39E-02	6.91E+00	1.51E+01	1.50E+01	5.72E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	8.01E-01	8.33E-03	3.00E-06	2.12E-01	2.12E-01	3.88E-01	2.12E-01
597	8.61E-01	3.11E-02	2.99E-02	6.91E+00	1.51E+01	1.51E+01	5.71E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.94E-01	9.08E-03	3.88E-06	2.13E-01	2.13E-01	3.88E-01	2.13E-01
598	8.58E-01	2.82E-02	4.59E-02	6.92E+00	1.51E+01	1.51E+01	5.71E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.88E-01	9.90E-03	5.01E-06	2.13E-01	2.13E-01	3.88E-01	2.13E-01
599	8.54E-01	2.52E-02	6.19E-02	6.92E+00	1.51E+01	1.51E+01	5.70E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.81E-01	1.08E-02	6.48E-06	2.14E-01	2.14E-01	3.89E-01	2.14E-01
600	8.50E-01	2.23E-02	7.79E-02	6.93E+00	1.51E+01	1.51E+01	5.70E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.75E-01	1.18E-02	8.37E-06	2.14E-01	2.14E-01	3.89E-01	2.14E-01
601	8.46E-01	1.93E-02	9.38E-02	6.93E+00	1.52E+01	1.51E+01	5.69E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.68E-01	1.28E-02	1.08E-05	2.15E-01	2.15E-01	3.89E-01	2.15E-01
602	8.42E-01	1.63E-02	1.06E-01	6.93E+00	1.52E+01	1.52E+01	5.69E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.64E-01	1.37E-02	1.31E-05	2.15E-01	2.15E-01	3.89E-01	2.15E-01
603	8.39E-01	1.48E-02	1.14E-01	6.93E+00	1.52E+01	1.52E+01	5.69E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.61E-01	1.43E-02	1.49E-05	2.16E-01	2.16E-01	3.89E-01	2.16E-01
604	8.37E-01	1.32E-02	1.26E-01	6.94E+00	1.52E+01	1.52E+01	5.68E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.56E-01	1.52E-02	1.80E-05	2.16E-01	2.16E-01	3.89E-01	2.16E-01
605	8.33E-01	1.02E-02	1.42E-01	6.94E+00	1.52E+01	1.52E+01	5.68E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.50E-01	1.66E-02	2.32E-05	2.16E-01	2.16E-01	3.89E-01	2.16E-01
606	8.28E-01	7.10E-03	1.57E-01	6.95E+00	1.52E+01	1.52E+01	5.67E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.44E-01	1.81E-02	3.00E-05	2.17E-01	2.17E-01	3.89E-01	2.17E-01
607	8.24E-01	3.99E-03	1.69E-01	6.95E+00	1.52E+01	1.52E+01	5.67E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.40E-01	1.93E-02	3.63E-05	2.18E-01	2.18E-01	3.89E-01	2.18E-01
608	8.22E-01	2.41E-03	1.77E-01	6.95E+00	1.53E+01	1.53E+01	5.66E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.37E-01	2.01E-02	4.12E-05	2.18E-01	2.18E-01	3.89E-01	2.18E-01
609	8.19E-01	8.51E-04	1.89E-01	6.96E+00	1.53E+01	1.53E+01	5.66E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.32E-01	2.14E-02	4.98E-05	2.18E-01	2.18E-01	3.89E-01	2.18E-01
610	8.15E-01	-2.31E-03	2.05E-01	6.96E+00	1.53E+01	1.53E+01	5.66E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.27E-01	2.33E-02	6.42E-05	2.19E-01	2.19E-01	3.89E-01	2.19E-01
611	8.10E-01	-5.50E-03	2.21E-01	6.96E+00	1.53E+01	1.53E+01	5.65E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.21E-01	2.54E-02	8.28E-05	2.20E-01	2.20E-01	3.89E-01	2.20E-01
612	8.05E-01	-8.71E-03	2.33E-01	6.97E+00	1.53E+01	1.53E+01	5.64E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.17E-01	2.71E-02	1.00E-04	2.20E-01	2.20E-01	3.89E-01	2.20E-01
613	8.02E-01	-1.03E-02	2.41E-01	6.97E+00	1.53E+01	1.53E+01	5.64E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.15E-01	2.83E-02	1.14E-04	2.21E-01	2.21E-01	3.89E-01	2.21E-01
614	8.00E-01	-1.20E-02	2.52E-01	6.97E+00	1.54E+01	1.54E+01	5.64E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.11E-01	3.01E-02	1.37E-04	2.21E-01	2.21E-01	3.89E-01	2.21E-01
615	7.94E-01	-1.52E-02	2.68E-01	6.98E+00	1.54E+01	1.54E+01	5.63E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.05E-01	3.28E-02	1.77E-04	2.22E-01	2.22E-01	3.89E-01	2.22E-01
616	7.89E-01	-1.85E-02	2.84E-01	6.98E+00	1.54E+01	1.54E+01	5.63E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	7.00E-01	3.57E-02	2.28E-04	2.23E-01	2.23E-01	3.89E-01	2.23E-01
617	7.84E-01	-2.19E-02	2.96E-01	6.99E+00	1.54E+01	1.54E+01	5.62E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.97E-01	3.81E-02	2.75E-04	2.23E-01	2.23E-01	3.89E-01	2.23E-01
618	7.81E-01	-2.35E-02	3.03E-01	6.99E+00	1.54E+01	1.54E+01	5.62E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.94E-01	3.98E-02	3.12E-04	2.24E-01	2.24E-01	3.89E-01	2.24E-01
619	7.78E-01	-2.52E-02	3.11E-01	6.99E+00	1.54E+01	1.54E+01	5.61E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.92E-01	4.15E-02	3.54E-04	2.24E-01	2.24E-01	3.89E-01	2.24E-01
620	7.75E-01	-2.69E-02	3.19E-01	6.99E+00	1.54E+01	1.54E+01	5.61E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.90E-01	4.33E-02	4.02E-04	2.25E-01	2.25E-01	3.89E-01	2.25E-01
621	7.72E-01	-2.86E-02	3.31E-01	7.00E+00	1.55E+01	1.55E+01	5.61E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.86E-01	4.61E-02	4.86E-04	2.25E-01	2.25E-01	3.89E-01	2.25E-01
622	7.66E-01	-3.20E-02	3.46E-01	7.00E+00	1.55E+01	1.55E+01	5.60E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.82E-01	5.02E-02	6.25E-04	2.26E-01	2.26E-01	3.89E-01	2.26E-01
623	7.60E-01	-3.55E-02	3.58E-01	7.00E+00	1.55E+01	1.55E+01	5.59E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.79E-01	5.36E-02	7.55E-04	2.27E-01	2.27E-01	3.89E-01	2.27E-01
624	7.57E-01	-3.72E-02	3.66E-01	7.01E+00	1.55E+01	1.55E+01	5.59E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.77E-01	5.59E-02	8.56E-04	2.28E-01	2.28E-01	3.89E-01	2.28E-01
625	7.54E-01	-3.90E-02	3.74E-01	7.01E+00	1.55E+01	1.55E+01	5.58E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.75E-01	5.83E-02	9.71E-04	2.28E-01	2.28E-01	3.89E-01	2.28E-01
626	7.51E-01	-4.07E-02	3.81E-01	7.01E+00	1.55E+01	1.55E+01	5.58E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.73E-01	6.09E-02	1.10E-03	2.29E-01	2.29E-01	3.89E-01	2.29E-01
627	7.48E-01	-4.25E-02	3.93E-01	7.01E+00	1.55E+01	1.55E+01	5.58E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.70E-01	6.49E-02	1.33E-03	2.29E-01	2.29E-01	3.89E-01	2.29E-01
628	7.42E-01	-4.60E-02	4.08E-01	7.02E+00	1.56E+01	1.56E+01	5.57E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.66E-01	7.07E-02	1.71E-03	2.31E-01	2.31E-01	3.89E-01	2.31E-01
629	7.35E-01	-4.96E-02	4.20E-01	7.02E+00	1.56E+01	1.56E+01	5.56E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.63E-01	7.54E-02	2.07E-03	2.32E-01	2.32E-01	3.89E-01	2.32E-01
630	7.32E-01	-5.15E-02	4.28E-01	7.02E+00	1.56E+01	1.56E+01	5.56E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.61E-01	7.87E-02	2.35E-03	2.32E-01	2.32E-01	3.90E-01	2.32E-01
631	7.29E-01	-5.33E-02	4.35E-01	7.03E+00	1.56E+01	1.56E+01	5.56E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.60E-01	8.22E-02	2.66E-03	2.33E-01	2.33E-01	3.90E-01	2.33E-01
632	7.25E-01	-5.51E-02	4.43E-01	7.03E+00	1.56E+01	1.56E+01	5.55E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.58E-01	8.58E-02	3.02E-03	2.34E-01	2.34E-01	3.90E-01	2.34E-01
633	7.22E-01	-5.69E-02	4.54E-01	7.03E+00	1.56E+01	1.56E+01	5.55E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.55E-01	9.16E-02	3.65E-03	2.34E-01	2.34E-01	3.90E-01	2.34E-01
634	7.15E-01	-6.06E-02	4.70E-01	7.04E+00	1.56E+01	1.56E+01	5.54E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.52E-01	9.99E-02	4.70E-03	2.36E-01	2.36E-01	3.90E-01	2.36E-01
635	7.08E-01	-6.44E-02	4.81E-01	7.04E+00	1.57E+01	1.56E+01	5.53E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.50E-01	1.07E-01	5.68E-03	2.37E-01	2.37E-01	3.90E-01	2.37E-01
636	7.04E-01	-6.63E-02	4.89E-01	7.04E+00	1.57E+01	1.57E+01	5.53E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.48E-01	1.11E-01	6.45E-03	2.38E-01	2.38E-01	3.90E-01	2.38E-01
637	7.01E-01	-6.82E-02	5.00E-01	7.05E+00	1.57E+01	1.57E+01	5.52E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.46E-01	1.19E-01	7.80E-03	2.39E-01	2.39E-01	3.90E-01	2.39E-01
638	6.93E-01	-7.20E-02	5.15E-01	7.05E+00	1.57E+01	1.57E+01	5.52E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.43E-01	1.30E-01	1.00E-02	2.40E-01	2.40E-01	3.90E-01	2.40E-01
639	6.86E-01	-7.59E-02	5.27E-01	7.06E+00	1.57E+01	1.57E+01	5.51E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.40E-01	1.39E-01	1.21E-02	2.42E-01	2.42E-01	3.90E-01	2.42E-01
640	6.82E-01	-7.79E-02	5.34E-01	7.06E+00	1.57E+01	1.57E+01	5.50E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.39E-01	1.45E-01	1.38E-02	2.42E-01	2.42E-01	3.90E-01	2.42E-01
641	6.78E-01	-7.98E-02	5.45E-01	7.06E+00	1.57E+01	1.57E+01	5.50E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.37E-01	1.55E-01	1.67E-02	2.43E-01	2.43E-01	3.90E-01	2.43E-01
642	6.71E-01	-8.38E-02	5.60E-01	7.07E+00	1.58E+01	1.58E+01	5.49E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.34E-01	1.70E-01	2.15E-02	2.45E-01	2.45E-01	3.90E-01	2.45E-01
643	6.63E-01	-8.78E-02	5.72E-01	7.07E+00	1.58E+01	1.58E+01	5.48E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.32E-01	1.82E-01	2.59E-02	2.46E-01	2.46E-01	3.90E-01	2.46E-01
644	6.59E-01	-8.98E-02	5.79E-01	7.07E+00	1.58E+01	1.58E+01	5.48E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.30E-01	1.91E-01	2.95E-02	2.47E-01	2.47E-01	3.90E-01	2.47E-01
645	6.55E-01	-9.19E-02	5.86E-01	7.08E+00	1.58E+01	1.58E+01	5.48E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.29E-01	2.00E-01	3.34E-02	2.48E-01	2.48E-01	3.90E-01	2.48E-01
646	6.51E-01	-9.39E-02	5.94E-01	7.08E+00	1.58E+01	1.58E+01	5.47E+02	7.00E-01	2.80E-01	2.00E-02	1.65E+00	6.27E-01	2.10E-01	3.80E-02	2.49E-01	2.49E-01	3.90E-01	2.49E-01
